,predRecom,title
13136,No,interessanter einstieg die arbeitswelt aber nach einigen jahren zu einseitiger fokus auf testmanagement
13137,No,interessanter einstieg die arbeitswelt aber nach einigen jahren zu einseitiger fokus auf testmanagement
13138,Yes,une entreprise darive
13139,Yes,ambiance costume cravate typique
13140,Yes,business transformation
13141,Yes,tras bien pour damarrer une carriare
13142,Yes,slow paced enironment graduates
13143,Yes,experience entichissante
13144,No,ibm sterreich groa im niedergangibm austria giant decline
13145,No,sie verlieren ihre starkenthey loosing strengths
13146,Yes,tras intaressant aussi longtemps vous garez votre propre carriarevery interesting long manage career
13147,Yes,une tras bonne entreprise avec des avantages importants et complatement davouae ses employas avec une immense culture dentreprisean extremly good compagny high benefits perfectly committed employees great compagny culture
13148,Yes,tolle erfahrunggreat expier
13149,Yes,ibm france gbs expertconseil entreprisea ok si vous jouez laa politique bureau et savez comment damultiplier grandes tailles des entreprisesibm france gbs business consulting ok  play office politics know leverage big size companies
13150,Yes,praktikumintern
13151,Yes,solide culture dentreprise et attitude professionnellesolid corporate culture professional attitude
13152,No,bezahlung far praktiken ist vergleichbar hoch deutschlandintern payment comparable high germany
13153,Yes,aua endienstingenieurfield engineer
13154,No,nummern nicht menschennumbers people
13155,Yes,bonne exparience pour commencer votre carriaregood experience start career
13156,Yes,adviseurconsultant
13157,Yes,ibm gemischte gefahleibm mixed feelings
13158,Yes,ans years
13159,No,ein groa er markenname ist nicht allesa great brand name
13160,Yes,okok
13161,No,u bent meester van uw eigen rampyour master disaster
13162,No,habe viel gelernt aber wurde nicht anerkanntlearned lot appreciated
13163,Yes,stage data dexacution intaressant et enrichissantinteresting enriching interesting execution summer internship
13164,No,darangeant concentrent sur rapports plutat sur activitas ventedisturbing focus reporting rather sales activities
13165,Yes,ibm hat mir eine groa chance gegeben zu wachsen und fahigkeiten zu gewinnen gehalt kannte verbessert werdenibm given great chance grow gain skills salary improved
13166,Yes,good experience learned  things
13167,Yes,ibm hohe professionalitat vs karriereentwicklungibm high professionalism vs career development
13168,No,jedes projekt und jede abteilung ist unterschiedlich weshalb man keine generelle aussage aber ibm treffen kanneach project department different cant  general statment ibm
13169,Yes,arbeitsplatz ist ganz okok work place
13170,Yes,arbeitsplatz ist ganz okok work place
13171,No,stg praventesstg presales
13172,Yes,conseiller expertsenior consultant
13173,No,verantwortlich aussichten zu bestimmen baute fernleitung und verkauf von treue und partnerschaftsvereinbarungenresponsible identify prospects build pipeline selling loyalty partnership agreements
13174,No,ressources humaines nagligaesnot enough done people
13175,Yes,ibm een keurige plek om werken maar kan meer doen om het tot een echt fijne plek om werken makenibm decent place work  better  really hot place work
13176,Yes,zorg dat u goed geanformeerd bent voor u zich ergens bij aansluit zorg dat u een groep terecht komt waar u gewaardeerd wordtcollect information carefully joining  sure land group will appreciated
13177,No,nicht alte ibm noch nicht einmal lou gerstners ibmnot old ibm even lou gerstners ibm
13178,Yes,thoughts years
13179,Yes,positive
13180,Yes,good job good job
13181,Yes,staff engineer
13182,Yes,software engineering
13183,Yes,low level position program manager
13184,Yes,product advisor
13185,Yes,compensation okay workplace boring
13186,Yes,great company work yet big company issues
13187,Yes,ux designer
13188,Yes,softwear developer
13189,Yes,account manager
13190,Yes,great place grow prepare pay
13191,Yes,microsoft culture
13192,Yes,best place work
13193,Yes,inventory control
13194,Yes,great opportunities someone coming college
13195,Yes,microsoft
13196,Yes,technical account manager
13197,Yes,software enginner
13198,Yes,sde
13199,Yes,great things ahead
13200,Yes,great benefits
13201,Yes,good place
13202,Yes,test
13203,Yes,review
13204,Yes,microsoft supply chain
13205,Yes,senior manager
13206,Yes,depends manager
13207,Yes,software engineer bing ads
13208,Yes,great place
13209,Yes,microsoft review
13210,No,front end developer
13211,Yes,senior sde
13212,Yes,good company
13213,Yes,finance pm microsoft
13214,Yes,empowering
13215,Yes,good company
13216,Yes,microsoft
13217,Yes,location
13218,Yes,current employee
13219,Yes,best place ive ever worked
13220,Yes,best place ive ever worked
13221,Yes,sde
13222,Yes,amazing
13223,Yes,big
13224,Yes,technician
13225,Yes,ms prev employer
13226,Yes,network engineer
13227,Yes,stability good tech smart people
13228,Yes,job sat
13229,Yes,great place work
13230,Yes,ok
13231,No,great freelance consulting jobs consultants outsourced
13232,Yes,good company
13233,Yes,senior tech specialist
13234,Yes,contractor microsoft
13235,Yes,great place work
13236,Yes,love working
13237,Yes,great company terrible worklife balance
13238,Yes,microsoft job
13239,Yes,content developer
13240,Yes,service engineer
13241,Yes,microsoft job
13242,No,corporate culture spotty w ceo transition beware careerlongtime microsofties
13243,Yes,microsoft
13244,Yes,great
13245,Yes,software engineer intern
13246,Yes,heavily focused sales team
13247,Yes,great company
13248,Yes,great
13249,Yes,great company work
13250,Yes,excellent
13251,Yes,positive experience
13252,Yes,senior software engineer
13253,Yes,title
13254,Yes,swe
13255,Yes,microsoft good
13256,Yes,product advisor
13257,Yes,consultant
13258,Yes,renewing
13259,No,going somewhere still issues
13260,Yes,renewing
13261,Yes,must
13262,Yes,stop contracts
13263,Yes,sde
13264,Yes,good title
13265,No,finan
13266,Yes,microsoft review
13267,Yes,manager
13268,Yes,software design engineer
13269,Yes,sde
13270,Yes,okay retail postion
13271,Yes,senior pm
13272,Yes,microsoft retail
13273,Yes,service advisor
13274,Yes,great salary old employee
13275,Yes,great company work
13276,Yes,great experience
13277,Yes,junior engineer
13278,Yes,premier field engineer
13279,No,computer lab tutor customer service
13280,Yes,electrical engineer
13281,Yes,applied data scientist
13282,Yes,just started
13283,Yes,software
13284,Yes,working first job pretty cool
13285,Yes,simultaneously exhilarating stifling
13286,Yes,good
13287,Yes,microsoft
13288,Yes,good company work
13289,Yes,positive place work regardless minor criticisms
13290,Yes,positive review microsoft
13291,Yes,consultant
13292,Yes,great work environment
13293,Yes,microsoft review
13294,Yes,nice place work
13295,Yes,nice place work
13296,Yes,interesting focus management excellence
13297,Yes,microsoft internship
13298,No,fun place work commission structure broken
13299,Yes,great place work
13300,Yes,agile coach
13301,No,worth
13302,Yes,great company
13303,Yes,principal
13304,Yes,principal
13305,Yes,consultant review enterprise services
13306,No,benefits reduction
13307,No,reno office mentality unstable
13308,Yes,software engineer
13309,Yes,partner sales lead
13310,Yes,good
13311,Yes,good process
13312,Yes,overall good experience
13313,Yes,focus customers less internal politics comp plans
13314,Yes,working msft
13315,Yes,overall status ms online service
13316,Yes,review
13317,Yes,analytics microsoft
13318,Yes,always edge
13319,Yes,principal software engineer
13320,Yes,director
13321,Yes,sr project manager
13322,Yes,ms still great
13323,Yes,great place work
13324,Yes,pick team carefully
13325,Yes,ok
13326,Yes,sr product marketing manager
13327,Yes,program manager
13328,Yes,intern microsoft
13329,Yes,software developer
13330,Yes,title
13331,No,fairly interesting work old homegrown internal toolsstacks average pay
13332,Yes,marketing manager
13333,No,meh
13334,Yes,microsoft
13335,Yes,work life balance
13336,Yes,great
13337,Yes,good company
13338,Yes,microsoft company review
13339,Yes,microsoft
13340,Yes,high pressure matrixed org
13341,Yes,great place learn
13342,Yes,high pressure matrixed org
13343,Yes,culture moving right direction still ways go
13344,Yes,sde
13345,Yes,microsoft overall
13346,Yes,great place work need changes
13347,No,review refers ballmer
13348,Yes,worked micrsoft
13349,Yes,good place start
13350,Yes,great company
13351,Yes,great professional development
13352,Yes,great workplace
13353,Yes,work life balance hard
13354,Yes,finance manager
13355,Yes,product advisor
13356,Yes,program manager
13357,Yes,mojo back
13358,Yes,software engineer ii
13359,Yes,sr software enginneer
13360,Yes,r
13361,Yes,software engineer
13362,Yes,culture
13363,Yes,good place
13364,Yes,microsoft review
13365,Yes,product advisor
13366,Yes,analyst
13367,Yes,working latest tech
13368,Yes,microsoft review
13369,Yes,technical writer
13370,Yes,excellent employer
13371,Yes,sr consultant
13372,Yes,program manager assistant
13373,Yes,brilliant minds
13374,Yes,great experience
13375,Yes,microsoft
13376,Yes,solid cushy tech job
13377,Yes,software engineer
13378,Yes,reception
13379,Yes,great work isnt
13380,Yes,worked
13381,No,know youre getting
13382,Yes,good
13383,No,know youre getting
13384,Yes,good life career
13385,Yes,lots changes without field direction
13386,Yes,sr program manager
13387,Yes,good company
13388,Yes,great place work
13389,Yes,production lead
13390,Yes,support engineer
13391,No,mixed bag
13392,Yes,sde
13393,Yes,technical writer
13394,Yes,senior engineer
13395,Yes,great
13396,Yes,business administrator
13397,Yes,craig newton
13398,Yes,software development engineer
13399,Yes,software engineer
13400,Yes,ok
13401,Yes,growth benefits worklife balance
13402,Yes,brand ambassador
13403,Yes,senior program manager
13404,Yes,msft sde
13405,Yes,good company youre passionate tech industry
13406,Yes,good place work
13407,Yes,great company amazing people
13408,Yes,work life balance good
13409,Yes,software engineer
13410,Yes,senior test engineer
13411,Yes,ok
13412,No,getting worse worse
13413,Yes,good lasts
13414,Yes,incredible company
13415,Yes,sde ii
13416,Yes,search good manager
13417,Yes,partner sales
13418,Yes,sales
13419,Yes,great place work
13420,Yes,great place work
13421,Yes,great place work
13422,Yes,great work environment
13423,Yes,developer test
13424,Yes,good good
13425,Yes,nice place overall
13426,Yes,manager
13427,Yes,great people great products doubious management ethics
13428,No,great companylots potential bogged bureaucracy political correctness inept managers
13429,Yes,great place work
13430,Yes,great place work
13431,Yes,great place
13432,Yes,good watch internal politics
13433,Yes,good place work
13434,Yes,bad work life balance
13435,Yes,sr program manager
13436,Yes,good employer
13437,Yes,software engineer
13438,Yes,corporate culture
13439,Yes,culture turning worse still good work life balance
13440,Yes,review title review
13441,Yes,great company great management great staff
13442,Yes,great place work
13443,Yes,great company now time sales microsoft
